Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2010,,,143396.0,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2011,,,121766.0,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2012,,,122600.0,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2013,,,116055.0,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2014,,,126480.122,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2015,,,131599.677,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2016,,,135954.023,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2017,,,177483.723,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2018,,,159503.79,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2019,,,154962.245,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2020,,,159286.382,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2021,,,169361.843,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,Heat (Commercial),2022,,,172627.008,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2000,6379.0,3004.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2001,6775.0,3193.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2002,7661.0,3357.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2003,9048.0,3660.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2004,10280.0,4152.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2005,11721.0,4935.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2006,13566.0,6109.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2007,15589.0,7005.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2008,15973.0,7586.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2009,17076.0,8230.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2010,16189.0,8780.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2011,5883.0,3278.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2012,5538.0,6106.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2013,5211.0,5902.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2014,4424.0,5116.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2015,4155.0,4342.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2016,2782.0,2094.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2017,2723.0,1970.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2018,1500.0,1730.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2019,1300.0,1750.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020,1300.0,1823.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021,1300.0,1889.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022,1300.0,1943.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2023,,2019.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2006,,,,0.01048293,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2007,,,,0.25467573,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2008,,,,28.68028962,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2009,,,,17.60552296,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2010,,,,13.394069,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2011,,,,7.603602557,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2012,,,,0.534337809,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2015,,,,4.731586577,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2017,,,,0.077214774,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2000,16740.0,2278.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2001,17470.0,2278.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2002,25130.0,4908.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2003,43340.0,5636.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2004,50470.0,6286.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2005,53090.0,6960.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2006,54840.0,6960.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2007,62130.0,9080.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2008,68390.0,9078.2,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2009,70130.0,9078.2,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2010,73880.0,10824.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2011,86350.0,12570.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2012,97390.0,12570.2,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2013,111610.0,14660.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2014,132540.0,20080.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2015,170790.0,27170.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2016,213290.0,33640.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2017,248070.0,35819.24,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2018,294360.0,44660.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2019,348350.0,48740.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020,366250.0,49890.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021,407520.0,53260.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022,417800.0,55530.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2023,,56910.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2010,6059.125,1117.239,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2011,6298.596,1131.209,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2012,5955.543,1143.625,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2013,8075.859,1700.095,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2014,9845.389,1893.42,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2015,11958.238,2341.51,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2016,15296.213,2869.987,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2017,19438.295,3640.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2018,23264.092,4575.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2019,30350.0,6008.781,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020,34400.0,7665.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021,45900.0,10645.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022,52700.0,11930.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2023,,12885.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2000,2628.0,5000.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2001,2628.0,5000.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2002,2628.0,5000.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2003,2628.0,5000.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2004,2628.0,5000.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2005,2943.36,5600.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2006,3258.72,6200.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2007,4701.492,8945.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2008,5361.12,10200.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2009,7200.72,13700.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2010,10800.0,16930.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2011,10900.0,18382.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2012,9313.0,20332.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2013,10680.0,21532.5,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2014,13190.0,22110.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2015,15755.0,23030.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2016,30781.0,26690.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2017,32753.0,29390.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2018,32900.0,29990.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2019,31900.0,30290.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020,33200.0,31490.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021,38400.0,36390.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022,48300.0,45790.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2023,,50940.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas,All types,2016,,,,31.69157689,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas,All types,2022,,,,52.24357583,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2000,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2001,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2002,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2003,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2004,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2005,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2006,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2007,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2008,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2009,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2010,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2011,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2012,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2013,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2014,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2015,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2016,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2017,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2018,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2019,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2020,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2021,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2022,,,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2010,385.933,71.162,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2011,451.01,81.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2012,718.961,138.06,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2013,914.849,192.59,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2014,1609.798,309.589,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2015,1690.514,331.015,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2016,1863.13,349.574,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2017,2424.447,454.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2018,3203.58,630.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2019,3800.0,799.391,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2020,4100.0,890.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2021,4700.0,1110.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2022,5400.0,1230.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2023,,1490.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2010,6059.125,1117.239,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2011,6298.596,1131.209,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2012,5955.543,1143.625,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2013,8075.859,1700.095,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2014,9845.389,1893.42,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2015,11958.238,2341.51,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,15296.213,2869.987,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,19438.295,3640.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,23264.092,4575.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,30350.0,6008.781,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,34400.0,7665.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,45900.0,10645.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,52700.0,11930.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,,12885.0,,,,
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,,,,,,0.870184962
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,,,,,,0.879991489
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,,,,0.016793034,0.02,1.289691868
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,,,,,,1.435362113
